object,category,type,path,m_score,recognition
penguin,birds,living,thesis_stim/penguin_exemplar1.jpg,0.821429,new
mitten,clothing,nonliving,thesis_stim/mitten_exemplar1.jpg,0.285714,old
ashtray,furniture,nonliving,thesis_stim/ashtray_exemplar1.jpg,0.76,old
spotlight,furniture,nonliving,thesis_stim/spotlight_exemplar1.jpg,0.350877,old
cooler,kitchen_items,nonliving,thesis_stim/cooler_exemplar1.jpg,0.2,old
sleigh,vehicle,nonliving,thesis_stim/sleigh_exemplar1.jpg,0.5,old
cowbell,music_inst,nonliving,thesis_stim/cowbell_exemplar1.jpg,0.644444,old
wooden fence,street_items,nonliving,thesis_stim/wooden_fence_exemplar1.jpg,0.36,old
frame,household_items,nonliving,thesis_stim/frame_exemplar1.jpg,0.464286,old
magazine rack,furniture,nonliving,thesis_stim/magazine_rack_exemplar1.jpg,0.469388,old
badminton racquet,sports,nonliving,thesis_stim/badminton_racquet_exemplar1.jpg,0.530612,old
telephone booth,street_items,nonliving,thesis_stim/telephone_booth_exemplar1.jpg,0.488372,old
horseshoe crab,sea,living,thesis_stim/horseshoe_crab_exemplar1.jpg,0.954545,new
mallet,tools,nonliving,thesis_stim/mallet_exemplar1.jpg,0.571429,old
bee,insect,living,thesis_stim/bee_exemplar1.jpg,0.586207,new
banjo,music_inst,nonliving,thesis_stim/banjo_exemplar1.jpg,0.241379,new
bowling pins,sports,nonliving,thesis_stim/bowling_pins_exemplar1.jpg,0.290909,old
french press,kitchen_items,nonliving,thesis_stim/french_press_exemplar1.jpg,0.68,new
cigar,household_items,nonliving,thesis_stim/cigar_exemplar1.jpg,0.625,old
shield,decor,nonliving,thesis_stim/shield_exemplar1.jpg,0.464286,old
oyster,sea,living,thesis_stim/oyster_exemplar1.jpg,0.758621,new
canteen,tools,nonliving,thesis_stim/canteen_exemplar1.jpg,0.482143,new
silo,building,nonliving,thesis_stim/silo_exemplar1.jpg,0.52,new
swingset,street_items,nonliving,thesis_stim/swingset_exemplar1.jpg,0.44186,old
mailbox,street_items,nonliving,thesis_stim/mailbox_exemplar1.jpg,0.333333,new
bluebird,birds,living,thesis_stim/bluebird_exemplar1.jpg,0.74,new
mandolin,music_inst,nonliving,thesis_stim/mandolin_exemplar1.jpg,0.409091,old
skirt,clothing,nonliving,thesis_stim/skirt_exemplar1.jpg,0.454545,new
snail,insect,living,thesis_stim/snail_exemplar1.jpg,0.816327,old
diploma,office_supplies,nonliving,thesis_stim/diploma_exemplar1.jpg,0.423077,new
radio,electronics,nonliving,thesis_stim/radio_exemplar1.jpg,0.522727,new
boar,mammal,living,thesis_stim/boar_exemplar1.jpg,0.68,new
sled,vehicle,nonliving,thesis_stim/sled_exemplar1.jpg,0.321429,old
emu,birds,living,thesis_stim/emu_exemplar1.jpg,0.689655,new
boxing gloves,sports,nonliving,thesis_stim/boxing_gloves_exemplar1.jpg,0.795918,old
haircomb,clothing,nonliving,thesis_stim/haircomb_exemplar1.jpg,0.777778,old
tanktop,clothing,nonliving,thesis_stim/tanktop_exemplar1.jpg,0.592593,old
basketball,sports,nonliving,thesis_stim/basketball_exemplar1.jpg,0.527273,old
slinky,toys,nonliving,thesis_stim/slinky_exemplar1.jpg,0.457143,new
cap,clothing,nonliving,thesis_stim/cap_exemplar1.jpg,0.408163,new
jukebox,music_inst,nonliving,thesis_stim/jukebox_exemplar1.jpg,0.54386,old
washing machine,appliances,nonliving,thesis_stim/washing_machine_exemplar1.jpg,0.48,old
balloon,toys,nonliving,thesis_stim/balloon_exemplar1.jpg,0.446429,old
tennis ball,sports,nonliving,thesis_stim/tennis_ball_exemplar1.jpg,0.781818,old
fondue fork,kitchen_items,nonliving,thesis_stim/fondue_fork_exemplar1.jpg,0.581395,old
satellite dish,tools,nonliving,thesis_stim/satellitedish_exemplar1.jpg,0.24,new
slug,insect,living,thesis_stim/slug_exemplar1.jpg,0.811321,new
ferris wheel,building,nonliving,thesis_stim/ferris_wheel_exemplar1.jpg,0.482759,old
fairy statue,decor,nonliving,thesis_stim/fairy_statue_exemplar1.jpg,0.785714,new
pelican,birds,living,thesis_stim/pelican_exemplar1.jpg,0.666667,old
bathtub,furniture,nonliving,thesis_stim/bathtub_exemplar1.jpg,0.527778,old
barn,building,nonliving,thesis_stim/barn_exemplar1.jpg,0.5,new
scorpion,insect,living,thesis_stim/scorpion_exemplar1.jpg,0.9,old
tape,office_supplies,nonliving,thesis_stim/tape_exemplar1.jpg,0.688889,old
ant,insect,living,thesis_stim/ant_exemplar1.jpg,0.772727,old
rope,tools,nonliving,thesis_stim/rope_exemplar1.jpg,0.642857,old
factory,building,nonliving,thesis_stim/factory_exemplar1.jpg,0.408163,new
guitar case,music_inst,nonliving,thesis_stim/guitar_case_exemplar1.jpg,0.464286,old
rainboot,clothing,nonliving,thesis_stim/rainboot_exemplar1.jpg,0.321429,old
crib,furniture,nonliving,thesis_stim/crib_exemplar1.jpg,0.3,old
record,music_inst,nonliving,thesis_stim/record_exemplar1.jpg,0.257143,old
table saw,appliances,nonliving,thesis_stim/table_saw_exemplar1.jpg,0.44898,old
earring,clothing,nonliving,thesis_stim/earring_exemplar1.jpg,0.535714,old
lock,tools,nonliving,thesis_stim/lock_exemplar1.jpg,0.37931,old
flamingo,birds,living,thesis_stim/flamingo_exemplar1.jpg,0.857143,old
flower pot,household_items,nonliving,thesis_stim/flower_pot_exemplar1.jpg,0.577778,old
clarinet,music_inst,nonliving,thesis_stim/clarinet_exemplar1.jpg,0.734694,old
panda,mammal,living,thesis_stim/panda_exemplar1.jpg,0.708333,new
baking pan,kitchen_items,nonliving,thesis_stim/baking_pan_exemplar1.jpg,0.4,old
couch,furniture,nonliving,thesis_stim/couch_exemplar1.jpg,0.595745,old
pen,office_supplies,nonliving,thesis_stim/pen_exemplar1.jpg,0.2,old
bike helmet,clothing,nonliving,thesis_stim/bike_helmet_exemplar1.jpg,0.46,old
scotch tape,office_supplies,nonliving,thesis_stim/scotch_tape_exemplar1.jpg,0.413793,old
flute,music_inst,nonliving,thesis_stim/flute_exemplar1.jpg,0.5,old
pepper shaker,kitchen_items,nonliving,thesis_stim/pepper_shaker_exemplar1.jpg,0.481481,old
trash bin,street_items,nonliving,thesis_stim/trash_bin_exemplar1.jpg,0.42,old
stationary bike,sports,nonliving,thesis_stim/stationary_bike_exemplar1.jpg,0.46,new
caterpillar,insect,living,thesis_stim/caterpillar_exemplar1.jpg,0.740741,new
guardrail,street_items,nonliving,thesis_stim/guardrail_exemplar1.jpg,0.428571,old
schoolbus,vehicle,nonliving,thesis_stim/schoolbus_exemplar1.jpg,0.622222,old
bridge,building,nonliving,thesis_stim/bridge_exemplar1.jpg,0.638298,old
oven,appliances,nonliving,thesis_stim/oven_exemplar1.jpg,0.527778,old
fez,clothing,nonliving,thesis_stim/fez_exemplar1.jpg,0.5,old
firetruck,vehicle,nonliving,thesis_stim/firetruck_exemplar1.jpg,0.88,old
snowflake,decor,nonliving,thesis_stim/snowflake_exemplar1.jpg,0.698113,new
arch,building,nonliving,thesis_stim/arch_exemplar1.jpg,0.6,old
thimble,household_items,nonliving,thesis_stim/thimble_exemplar1.jpg,0.642857,old
magnifying glass,office_supplies,nonliving,thesis_stim/magnifyingglass_exemplar1.jpg,0.466666667,old
shaker,kitchen_items,nonliving,thesis_stim/shaker_exemplar1.jpg,0.611111,old
baseball,sports,nonliving,thesis_stim/baseball_exemplar1.jpg,0.6,old
rollerblade,sports,nonliving,thesis_stim/rollerblade_exemplar1.jpg,0.457143,old
globe,decor,nonliving,thesis_stim/globe_exemplar1.jpg,0.622222,old
syringe,tools,nonliving,thesis_stim/syringe_exemplar1.jpg,0.6,old
geode,decor,nonliving,thesis_stim/geode_exemplar1.jpg,0.814815,old
trophy,decor,nonliving,thesis_stim/trophy_exemplar1.jpg,0.3,old
hookah,decor,nonliving,thesis_stim/hookah_exemplar1.jpg,0.714286,old
reindeer,mammal,living,thesis_stim/reindeer_exemplar1.jpg,0.822222,old
sewing machine,appliances,nonliving,thesis_stim/sewing_machine_exemplar1.jpg,0.444444,old
sidewalk,street_items,nonliving,thesis_stim/sidewalk_exemplar1.jpg,0.8,new
tour bus,vehicle,nonliving,thesis_stim/tour_bus_exemplar1.jpg,0.755556,new
greyhound,mammal,living,thesis_stim/greyhound_exemplar1.jpg,0.551724,new
fishtank,furniture,nonliving,thesis_stim/fishtank_exemplar1.jpg,0.82,new
surfboard,sports,nonliving,thesis_stim/surfboard_exemplar1.jpg,0.530612,new
crossbow,sports,nonliving,thesis_stim/crossbow_exemplar1.jpg,0.46,old
